"GeneID","Chr","Start","End","Strand","Length"
"ENSSSCG00000008138","3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3","47718254;47718446;47718446;47718446;47718446;47719917;47719917;47719917;47719917;47722645;47724204;47724204;47724204;47724204;47724204;47725303;47725303;47725303;47725303;47725303;47727323;47727323;47727323;47727323;47727323;47729014;47729014;47729014;47729014;47731883;47731946;47732018;47732018;47732018;47732018;47732032;47733500;47733500;47733500;47734359;47734359;47734359;47734359;47734359;47734533;47734533;47734533;47734533;47734533;47738016;47738016;47738016;47738016;47738016;47739529;47739529;47739529;47739529;47739529;47739940;47739940;47739940;47739940;47739940;47741068;47741068;47741068;47741068;47741068;47746077;47746077;47746077;47746077;47746077;47746263;47746263;47746263;47746263;47746263;47748327;47748327;47748327;47748327;47748327;47749098;47749098;47749098;47749098;47749098;47752239;47752239;47752239;47752239;47752239;47752728;47756254;47756254;47756254;47756254;47757680;47757680;47757680;47757680;47758742;47758742;47758742;47758742;47758918","47719716;47719469;47719469;47719469;47719469;47722846;47722846;47722846;47722846;47722846;47724343;47724343;47724343;47724343;47724343;47725497;47725497;47725497;47725497;47725497;47727540;47727540;47727540;47727540;47727540;47729190;47729190;47729190;47729190;47731915;47731980;47732139;47732139;47732139;47732139;47732139;47733637;47733637;47733637;47734436;47734436;47734436;47734436;47734436;47734633;47734633;47734633;47734633;47734633;47738178;47738178;47738178;47738178;47738178;47739633;47739633;47739633;47739633;47739633;47740104;47740104;47740104;47740104;47740104;47741187;47741187;47741187;47741187;47741187;47746175;47746175;47746175;47746175;47746175;47746363;47746363;47746363;47746363;47746363;47748396;47748396;47748396;47748396;47748396;47751572;47751572;47751572;47751572;47751572;47752343;47752343;47752343;47752343;47752343;47752745;47756315;47756315;47756315;47756315;47757764;47757764;47757764;47757764;47758798;47758955;47758933;47758818;47758999","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",9456
"ENSSSCG00000021359","3;3;3;3;3;3;3;3;3;3;3;3;3;3","102538586;102539243;102539257;102539409;102540012;102540904;102547162;102556594;102558920;102560178;102560178;102560178;102560178;102560178","102538858;102539523;102539523;102539523;102540065;102540978;102547251;102558867;102561347;102567796;102562162;102562160;102562199;102562163","+;+;+;+;+;+;+;+;+;+;+;+;+;+",11924
"ENSSSCG00000008126","3;3;3;3;3;3;3;3","47059040;47061111;47062974;47063884;47065197;47068183;47068353;47070321","47059184;47061172;47063064;47064001;47065378;47068264;47068507;47070664","+;+;+;+;+;+;+;+",1179
"ENSSSCG00000028020","3;3;3;3;3;3;3;3;3;3;3","49625248;49629324;49633879;49635334;49637853;49638768;49648308;49660872;49660990;49672921;49681241","49627682;49629493;49633987;49635502;49637928;49638856;49648387;49660902;49661052;49673100;49681440","-;-;-;-;-;-;-;-;-;-;-",3602
"ENSSSCG00000060347","3","110771334","110776265","+",4932
"ENSSSCG00000059894","3","109213821","109214078","+",258
"ENSSSCG00000052802","3","110014686","110018635","+",3950
"ENSSSCG00000047662","3","107745023","107747804","-",2782
"ENSSSCG00000052701","3","107780812","107781108","-",297
"ENSSSCG00000059414","3","102398473","102404914","-",6442
"ENSSSCG00000052928","3","102681730","102688525","-",6796
"ENSSSCG00000062995","3","103353203","103358632","+",5430
"ENSSSCG00000056264","3","103357698","103361830","-",4133
"ENSSSCG00000007675","3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3","8668859;8672021;8673286;8673642;8673642;8674233;8674233;8674701;8674701;8678636;8678636;8678976;8678976;8679207;8679207;8679461;8679461;8681025;8681025;8681560;8681560;8682190;8682190;8682705;8682705;8684756;8684756;8685863;8686097;8686376;8686376;8689229;8689229","8672150;8672150;8673441;8673835;8673835;8674382;8674382;8674916;8674916;8678883;8678883;8679089;8679089;8679271;8679271;8679563;8679563;8681190;8681190;8681684;8681684;8682522;8682522;8682860;8682860;8685152;8685152;8686150;8686150;8686446;8686446;8689660;8689783","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",6629
"ENSSSCG00000061971","3","103369116","103374465","-",5350
"ENSSSCG00000056488","3","103816099","103819306","+",3208
"ENSSSCG00000057696","3","104296757","104301009","-",4253
"ENSSSCG00000055513","3","104504597","104510590","+",5994
"ENSSSCG00000063075","3","105066139","105070728","-",4590
"ENSSSCG00000056917","3","105261558","105265238","-",3681
"ENSSSCG00000044060","3;3","105453867;105456498","105456339;105457064","+;+",3040
"ENSSSCG00000062416","3;3","105875260;105876804","105876709;105880668","+;+",5315
"ENSSSCG00000023619","3;3;3;3;3;3;3;3;3;3;3;3;3;3","8697439;8703924;8704335;8704927;8705488;8706676;8706899;8707573;8707837;8708062;8708308;8708653;8709017;8711642","8697684;8704146;8704469;8705058;8705796;8706783;8707010;8707730;8707919;8708186;8708500;8708827;8709163;8712918","+;+;+;+;+;+;+;+;+;+;+;+;+;+",3423
"ENSSSCG00000053512","3","106234321","106238464","+",4144
"ENSSSCG00000061594","3;3","106239434;106292800","106239530;106296983","+;+",4281
"ENSSSCG00000055898","3","107664756","107669039","+",4284
"ENSSSCG00000052409","3;3","109163506;109164777","109164700;109166997","+;+",3416
"ENSSSCG00000059859","3;3","109283062;109286545","109286458;109288035","+;+",4888
"ENSSSCG00000056554","3","109812389","109817559","+",5171
"ENSSSCG00000058157","3;3","109824041;109826549","109826319;109826800","+;+",2531
"ENSSSCG00000054815","3","109829497","109835020","+",5524
"ENSSSCG00000057134","3","109879217","109883489","+",4273
"ENSSSCG00000056688","3;3","109936251;109940360","109940255;109941565","-;-",5211
"ENSSSCG00000053716","3","109936735","109941704","+",4970
"ENSSSCG00000054764","3","109956040","109959222","+",3183
"ENSSSCG00000054000","3","109958849","109964971","-",6123
"ENSSSCG00000057208","3","109960002","109964949","+",4948
"ENSSSCG00000053345","3","110104012","110109877","+",5866
"ENSSSCG00000063522","3","110816541","110819903","-",3363
"ENSSSCG00000027486","3;3;3;3;3;3;3;3;3","8713215;8713781;8714001;8714414;8715097;8715299;8715955;8716395;8716608","8713488;8713908;8714126;8714800;8715190;8715468;8716137;8716511;8716871","+;+;+;+;+;+;+;+;+",1743
"ENSSSCG00000034266","3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3","40637427;40637427;40637741;40638182;40638182;40638182;40638513;40638724;40639181;40639191;40639628;40639628;40639697;40639697;40639697;40639868;40639897;40639918;40639977;40640093;40640093;40640101;40640124;40640528;40640528;40640528;40640528;40640528;40640528;40640528;40640528;40640528;40640528;40641286;40641286;40641286;40641290;40641290;40641290;40641290;40641290;40641290;40641961;40642663;40642663;40642663;40642663;40642663;40642663;40642663;40642663;40642663;40642663;40642930;40642930;40642930;40642930;40642930;40642930;40642930;40642930;40642930;40642930;40643238;40643238;40643238;40643238;40643238;40643238;40643238;40643238;40643238;40643238;40644046;40644046;40644046;40644046;40644046;40644046;40644046;40644046;40644046;40644046;40644712;40645858;40646062;40646062;40646068;40646068;40646068;40646068;40646068;40646076;40646076;40646207;40646207;40646207;40646207;40646207;40646207;40646207;40646207;40646207;40646291;40646612;40646612;40646612;40646612;40646612;40646612;40646612;40646612;40646612;40646612;40646960;40646960;40646960;40646960;40646960;40646960;40646960;40646960;40646960;40646960;40647284;40647284;40647284;40647284;40647284;40647284;40647284;40647284;40647284;40647317;40647568;40647568;40647568;40647568;40647568;40647568;40647568;40647568;40647568;40647568;40647713;40647713;40647713;40647713;40647713;40647713;40647713;40647713;40647713;40647713;40647964;40647964;40647964;40647964;40647964;40647964;40647964;40647964;40647964;40647964;40648455;40648455;40648464;40648464;40648464;40648464;40648508;40648590;40648590;40648615;40650188;40650188;40650188;40650188;40650188;40650188;40650381;40650381;40650544;40650556;40650556;40650718;40650759;40650759;40650759;40650766;40650766;40650766;40650766;40650766;40650766;40651100;40651100;40651100;40651100;40651100;40651100;40651100;40651100;40651100;40651100;40651833;40651833;40651833;40651833;40651833;40651833;40651833;40651833;40651833;40651833;40653011;40653011;40653011;40653011;40653011;40653011;40653011;40653011;40653011;40653011;40654600;40654600;40654600;40654600;40654600;40654600;40654600;40654600;40654600;40654600;40654762;40654801;40654801;40655802;40655915;40655971;40655971;40655971;40656051;40656153;40656210;40656443;40656447;40656447;40656468;40656468;40656498;40657728;40657728;40657728;40657728;40657728;40657728;40657728;40657728;40657728;40657728;40657934;40657934;40657934;40657934;40657934;40657934;40657934;40657934;40657934;40657934;40658527;40658527;40658527;40658527;40658527;40658527;40658527;40658527;40658527;40658527;40661064;40661064;40661064;40661064;40661064;40661064;40661064;40661064;40661064;40661064;40661518;40661518;40661518;40661518;40661518;40661518;40661518;40661518;40661518;40661518;40661774;40661774;40661774;40661774;40661774;40661774;40661774;40661774;40661774;40661774;40668144;40693885;40693885;40693885;40693885;40693885;40693885;40693885;40693898;40693898;40693905;40694494;40694494;40694645;40694645;40694809;40694874;40695085","40639165;40639165;40637777;40639124;40639162;40639165;40639093;40639228;40639396;40639494;40640332;40640332;40639871;40639824;40639824;40640332;40640332;40640332;40640332;40640332;40640332;40640332;40640332;40640649;40640649;40640649;40640642;40640649;40640649;40640642;40640649;40640642;40640642;40641368;40641368;40641368;40641368;40641368;40641368;40641368;40641368;40641368;40642013;40642733;40642733;40642733;40642733;40642733;40642733;40642733;40642733;40642733;40642733;40643063;40643063;40643063;40643063;40643063;40643063;40643063;40643063;40643063;40643063;40643347;40643347;40643347;40643347;40643347;40643347;40643347;40643347;40643347;40643347;40644278;40644223;40644223;40644197;40644197;40644278;40644197;40644197;40644197;40644197;40644734;40646066;40646158;40646158;40646158;40646158;40646158;40646158;40646158;40646158;40646158;40646380;40646380;40646380;40646380;40646380;40646380;40646380;40646380;40646380;40646380;40646737;40646737;40646737;40646737;40646737;40646737;40646737;40646737;40646737;40646737;40647086;40647086;40647086;40647086;40647086;40647086;40647086;40647086;40647086;40647086;40647468;40647468;40647468;40647468;40647468;40647468;40647468;40647468;40647468;40647468;40647636;40647636;40647636;40647636;40647636;40647636;40647636;40647636;40647636;40647636;40647836;40647836;40647836;40647836;40647836;40647836;40647836;40647836;40647836;40647836;40648064;40648064;40648064;40648166;40648043;40648043;40648166;40648064;40648111;40648182;40648880;40648880;40648880;40648880;40648880;40648880;40648972;40648935;40648935;40649024;40650526;40650396;40650396;40650504;40650504;40650396;40650646;40650646;40650646;40650646;40650646;40650921;40650921;40650921;40650921;40650921;40650921;40650921;40650921;40650921;40650921;40651217;40651217;40651217;40651217;40651217;40651217;40651217;40651217;40651217;40651217;40652018;40652018;40652018;40652018;40652018;40652018;40652018;40652018;40652018;40652018;40653162;40653162;40653162;40653162;40653162;40653162;40653162;40653162;40653162;40653162;40654695;40655039;40655039;40654948;40654737;40654737;40654948;40655039;40654927;40654799;40655106;40655161;40655161;40655866;40655940;40656742;40656742;40656742;40656089;40656225;40656742;40656742;40656742;40656742;40656742;40656742;40656742;40657820;40657820;40657820;40657820;40657820;40657820;40657820;40657820;40657820;40657820;40658237;40658252;40658252;40658237;40658237;40658237;40658237;40658252;40658237;40658237;40658686;40658686;40658686;40658686;40658686;40658686;40658686;40658686;40658686;40658686;40661161;40661161;40661161;40661161;40661161;40661161;40661161;40661161;40661161;40661161;40661651;40661651;40661651;40661651;40661651;40661651;40661651;40661651;40661651;40661651;40661875;40661867;40661875;40661875;40661875;40661875;40661875;40661885;40661885;40661875;40668153;40694013;40694190;40694013;40694101;40694101;40694135;40694190;40694208;40694208;40694190;40694872;40694872;40694679;40694679;40694928;40694883;40695177","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",9819
"ENSSSCG00000048711","3;3;3;3;3;3;3;3;3;3;3;3;3;3;3","110474991;110475023;110475030;110475519;110475519;110475519;110476832;110476832;110490453;110499949;110499949;110524645;110525852;110541021;110541021","110475248;110475248;110475248;110475660;110475660;110475660;110476973;110476973;110490577;110501723;110501713;110524807;110525925;110543664;110541953","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",5323
"ENSSSCG00000024789","3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3","8717785;8717785;8718347;8718347;8723539;8723539;8723924;8723924;8724323;8724323;8726329;8726329;8726629;8726629;8727024;8727024;8727204;8727204;8727526;8727526;8727617;8727973;8728017;8728194;8728194;8728489;8728489;8729279;8729279;8729550;8729550;8729779;8729872;8729921;8730256;8730256;8730539;8730584;8730804;8730804;8731014;8731014","8718090;8718090;8718486;8718486;8723667;8723667;8724070;8724070;8724511;8724511;8726498;8726498;8726813;8726813;8727122;8727122;8727321;8727321;8727600;8727614;8727682;8728078;8728078;8728272;8728272;8728677;8728677;8729452;8729452;8729646;8729703;8729794;8730065;8730065;8730400;8730412;8730685;8730685;8730930;8730930;8731201;8731201","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",3169
"ENSSSCG00000049069","3","104535577","104535702","+",126
"ENSSSCG00000028053","3","110344590","110344674","-",85
"ENSSSCG00000029869","3","110333735","110333810","-",76
"ENSSSCG00000020875","3","110334591","110334668","-",78
"ENSSSCG00000018475","3","110479921","110480021","-",101
"ENSSSCG00000020068","3","107006547","107006651","+",105
"ENSSSCG00000018619","3","107720637","107720755","+",119
"ENSSSCG00000056146","3","108533084","108533190","+",107
"ENSSSCG00000019689","3","108415741","108415848","+",108
"ENSSSCG00000032885","3","106717061","106717165","+",105
"ENSSSCG00000019040","3","105907413","105907604","+",192
"ENSSSCG00000030303","3;3;3;3;3;3;3;3;3;3;3;3;3;3","8732441;8732441;8732457;8733669;8733669;8733669;8734625;8734625;8734625;8735469;8735469;8735469;8738165;8738430","8733560;8733560;8732797;8733838;8733838;8733838;8735109;8735109;8735109;8736555;8736555;8736992;8738278;8738605","-;-;-;-;-;-;-;-;-;-;-;-;-;-",3589
"ENSSSCG00000034347","3;3;3;3;3","8834274;8834342;8835252;8835475;8835475","8834434;8834434;8835363;8839415;8839359","+;+;+;+;+",4214
"ENSSSCG00000025698","3;3;3;3;3;3;3;3;3;3","8863695;8864668;8865510;8865688;8866698;8867465;8868719;8868935;8869497;8869906","8863859;8864939;8865685;8865742;8866892;8867663;8868819;8869021;8869580;8871547","+;+;+;+;+;+;+;+;+;+",2976
"ENSSSCG00000021145","3;3;3;3;3;3;3;3;3;3;3;3","8881107;8881189;8881630;8882906;8882906;8883672;8883672;8885465;8885465;8886820;8886820;8887347","8881131;8881567;8882793;8883084;8883084;8883780;8883780;8885602;8885602;8887566;8887126;8887561","+;+;+;+;+;+;+;+;+;+;+;+",2741
"ENSSSCG00000039053","3;3","8888506;8891406","8890894;8891601","-;-",2585
"ENSSSCG00000030709","3;3;3;3;3;3","8906591;8907651;8907943;8908243;8908559;8908965","8907384;8907835;8908117;8908447;8908737;8909350","-;-;-;-;-;-",1924
"ENSSSCG00000028879","3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3","8911791;8911791;8912324;8912324;8912673;8912673;8913334;8913334;8913906;8913906;8914154;8914154;8914358;8914358;8914800;8914800;8915030;8915030;8915477;8915477;8915760;8915760;8916099;8916099;8916474;8916474;8917121;8917121;8917318;8917318;8917558;8917558;8917823;8917823;8917998;8918125;8918125;8918589;8918589","8912218;8912218;8912449;8912449;8912819;8912819;8913438;8913438;8913974;8913974;8914267;8914267;8914499;8914499;8914925;8914925;8915134;8915134;8915598;8915598;8915885;8915885;8916200;8916200;8916571;8916571;8917184;8917184;8917430;8917430;8917721;8917721;8917959;8917943;8918025;8918216;8918216;8919516;8919516","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",3336
"ENSSSCG00000033982","3;3;3;3;3","8918872;8925347;8925959;8926158;8926418","8919679;8925517;8926038;8926327;8926589","+;+;+;+;+",1401
"ENSSSCG00000038901","3;3;3;3;3;3;3;3;3","8931097;8931105;8931680;8931886;8931886;8932935;8932935;8936017;8936017","8931602;8931602;8931796;8931967;8931967;8933099;8933099;8937184;8936400","-;-;-;-;-;-;-;-;-",2038
"ENSSSCG00000038938","3;3;3;3;3;3;3;3;3;3;3;3;3;3","8937453;8938863;8938880;8938880;8938964;8938964;8939353;8939353;8939353;8940758;8941678;8941706;8941742;8946740","8938551;8938968;8938960;8938960;8938968;8938968;8939429;8939429;8939429;8940890;8941703;8941786;8941865;8946955","-;-;-;-;-;-;-;-;-;-;-;-;-;-",1817
"ENSSSCG00000054316","3;3;3;3;3;3;3;3;3;3;3;3;3;3","8976306;8976306;8976306;8978861;8978861;8978861;8979334;8979334;8979551;8979551;8979551;8980568;8981447;8981447","8978434;8978434;8978434;8979063;8979063;8979063;8979423;8979423;8979627;8979627;8979627;8980591;8981510;8981510","-;-;-;-;-;-;-;-;-;-;-;-;-;-",2587
"ENSSSCG00000058972","3;3;3;3;3;3;3;3;3;3","9003743;9046242;9072289;9144569;9149143;9151496;9152181;9154161;9155291;9158026","9004067;9046364;9072386;9144630;9149298;9151594;9152333;9154244;9155343;9158130","+;+;+;+;+;+;+;+;+;+",1258
"ENSSSCG00000007678","3;3;3","9160705;9161227;9162431","9160791;9161311;9164072","+;+;+",1814
"ENSSSCG00000007680","3;3;3;3;3;3;3","9187812;9188401;9190648;9194121;9195084;9195699;9198454","9188087;9188449;9190726;9194225;9195159;9195791;9198493","-;-;-;-;-;-;-",718
"ENSSSCG00000057589","3","7768298","7769260","+",963
"ENSSSCG00000055686","3","7713894","7714856","+",963
"ENSSSCG00000061359","3","7732946","7733908","+",963
"ENSSSCG00000060711","3","7678924","7679886","+",963
"ENSSSCG00000030485","3","1188155","1190641","+",2487
"ENSSSCG00000063463","3","691973","692971","+",999
"ENSSSCG00000060626","3","6669852","6670061","-",210
"ENSSSCG00000041835","3","8731277","8732278","-",1002
"ENSSSCG00000042876","3","481239","483606","-",2368
"ENSSSCG00000053728","3","6129442","6129618","+",177
"ENSSSCG00000056942","3","8080037","8080237","-",201
"ENSSSCG00000060816","3;3","64444;69203","68938;70298","+;+",5591
"ENSSSCG00000042205","3;3","129942;131018","130746;134114","+;+",3902
"ENSSSCG00000041708","3;3","244853;246124","245514;247230","+;+",1769
"ENSSSCG00000055109","3","247720","251154","+",3435
"ENSSSCG00000046854","3;3","296690;300613","298653;300680","-;-",2032
"ENSSSCG00000045247","3;3","324153;326216","325043;326582","-;-",1258
"ENSSSCG00000041121","3;3","467957;469056","468908;470455","-;-",2352
"ENSSSCG00000047491","3;3;3","1005938;1008684;1010436","1007843;1009607;1010569","-;-;-",2964
"ENSSSCG00000045352","3;3","1007637;1008376","1007906;1011754","+;+",3649
"ENSSSCG00000042230","3;3;3","1011797;1021208;1022854","1013889;1021577;1023084","-;-;-",2694
"ENSSSCG00000061184","3","1110162","1113423","+",3262
"ENSSSCG00000053273","3","1110463","1114653","-",4191
"ENSSSCG00000048640","3;3","1227997;1228322","1228065;1233737","+;+",5485
"ENSSSCG00000048179","3;3","1804705;1808631","1808240;1809126","-;-",4032
"ENSSSCG00000057872","3","1853821","1856918","+",3098
"ENSSSCG00000045545","3","1855040","1860267","-",5228
"ENSSSCG00000032549","3","1999272","2004419","-",5148
"ENSSSCG00000062475","3;3","2501648;2501976","2501889;2504485","-;-",2752
"ENSSSCG00000050582","3","2503270","2506407","+",3138
