"human_symbol","CellAge_effect","ortholog_name","input_number","input_ensg","ensg_number","ortholog_ensg","description","n_mouse_orthologs","n_human_inputs","mouse_symbol","score_type"
"TXN","Inhibits","Txn1",814,"ENSG00000136810","814.1.1","ENSMUSG00000028367","thioredoxin 1 [Source:MGI Symbol;Acc:MGI:98874]",1,1,"Txn1","CellAge_inhibits"
"TXNIP","Induces","Txnip",815,"ENSG00000265972","815.1.1","ENSMUSG00000038393","thioredoxin interacting protein [Source:MGI Symbol;Acc:MGI:1889549]",1,1,"Txnip","CellAge_induces"
"TYK2","Induces","Tyk2",816,"ENSG00000105397","816.1.1","ENSMUSG00000032175","tyrosine kinase 2 [Source:MGI Symbol;Acc:MGI:1929470]",1,1,"Tyk2","CellAge_induces"
"TYMS","Inhibits","Tyms",817,"ENSG00000176890","817.1.1","ENSMUSG00000025747","thymidylate synthase [Source:MGI Symbol;Acc:MGI:98878]",1,1,"Tyms","CellAge_inhibits"
"UBE2I","Inhibits","Ube2i",819,"ENSG00000103275","819.1.1","ENSMUSG00000015120","ubiquitin-conjugating enzyme E2I [Source:MGI Symbol;Acc:MGI:107365]",1,1,"Ube2i","CellAge_inhibits"
"UBE2N","Inhibits","Ube2n",820,"ENSG00000177889","820.1.1","ENSMUSG00000074781","ubiquitin-conjugating enzyme E2N [Source:MGI Symbol;Acc:MGI:1934835]",1,1,"Ube2n","CellAge_inhibits"
"UBE2V1","Inhibits","Ube2v1",821,"ENSG00000244687","821.1.1","ENSMUSG00000078923","ubiquitin-conjugating enzyme E2 variant 1 [Source:MGI Symbol;Acc:MGI:1913839]",1,1,"Ube2v1","CellAge_inhibits"
"UBE2V2","Inhibits","Ube2v2",822,"ENSG00000169139","822.1.1","ENSMUSG00000022674","ubiquitin-conjugating enzyme E2 variant 2 [Source:MGI Symbol;Acc:MGI:1917870]",1,1,"Ube2v2","CellAge_inhibits"
"UBE3A","Inhibits","Ube3a",823,"ENSG00000114062","823.1.1","ENSMUSG00000025326","ubiquitin protein ligase E3A [Source:MGI Symbol;Acc:MGI:105098]",1,1,"Ube3a","CellAge_inhibits"
"UBTD1","Induces","Ubtd1",824,"ENSG00000165886","824.1.1","ENSMUSG00000025171","ubiquitin domain containing 1 [Source:MGI Symbol;Acc:MGI:2385092]",1,1,"Ubtd1","CellAge_induces"
"UHRF1","Inhibits","Uhrf1",825,"ENSG00000276043","825.1.1","ENSMUSG00000001228","ubiquitin-like, containing PHD and RING finger domains, 1 [Source:MGI Symbol;Acc:MGI:1338889]",1,1,"Uhrf1","CellAge_inhibits"
"ULK3","Induces","Ulk3",826,"ENSG00000140474","826.1.1","ENSMUSG00000032308","unc-51-like kinase 3 [Source:MGI Symbol;Acc:MGI:1918992]",1,1,"Ulk3","CellAge_induces"
"USP1","Inhibits","Usp1",827,"ENSG00000162607","827.1.1","ENSMUSG00000028560","ubiquitin specific peptidase 1 [Source:MGI Symbol;Acc:MGI:2385198]",1,1,"Usp1","CellAge_inhibits"
"USP28","Induces","Usp28",828,"ENSG00000048028","828.1.1","ENSMUSG00000032267","ubiquitin specific peptidase 28 [Source:MGI Symbol;Acc:MGI:2442293]",1,1,"Usp28","CellAge_induces"
"UTP6","Inhibits","Utp6",829,"ENSG00000108651","829.1.1","ENSMUSG00000035575","UTP6 small subunit processome component [Source:MGI Symbol;Acc:MGI:2445193]",1,1,"Utp6","CellAge_inhibits"
"VCAN","Induces","Vcan",830,"ENSG00000038427","830.1.1","ENSMUSG00000021614","versican [Source:MGI Symbol;Acc:MGI:102889]",1,1,"Vcan","CellAge_induces"
"VDR","Inhibits","Vdr",831,"ENSG00000111424","831.1.1","ENSMUSG00000022479","vitamin D (1,25-dihydroxyvitamin D3) receptor [Source:MGI Symbol;Acc:MGI:103076]",1,1,"Vdr","CellAge_inhibits"
"VEGFA","Inhibits","Vegfa",832,"ENSG00000112715","832.1.1","ENSMUSG00000023951","vascular endothelial growth factor A [Source:MGI Symbol;Acc:MGI:103178]",1,1,"Vegfa","CellAge_inhibits"
"WEE1","Inhibits","Wee1",834,"ENSG00000166483","834.1.1","ENSMUSG00000031016","WEE 1 homolog 1 (S. pombe) [Source:MGI Symbol;Acc:MGI:103075]",1,1,"Wee1","CellAge_inhibits"
"WIF1","Induces","Wif1",835,"ENSG00000156076","835.1.1","ENSMUSG00000020218","Wnt inhibitory factor 1 [Source:MGI Symbol;Acc:MGI:1344332]",1,1,"Wif1","CellAge_induces"
"WIPI1","Inhibits","Wipi1",836,"ENSG00000070540","836.1.1","ENSMUSG00000041895","WD repeat domain, phosphoinositide interacting 1 [Source:MGI Symbol;Acc:MGI:1261864]",1,1,"Wipi1","CellAge_inhibits"
"WNT16","Induces","Wnt16",837,"ENSG00000002745","837.1.1","ENSMUSG00000029671","wingless-type MMTV integration site family, member 16 [Source:MGI Symbol;Acc:MGI:2136018]",1,1,"Wnt16","CellAge_induces"
"WNT2","Inhibits","Wnt2",838,"ENSG00000105989","838.1.1","ENSMUSG00000010797","wingless-type MMTV integration site family, member 2 [Source:MGI Symbol;Acc:MGI:98954]",1,1,"Wnt2","CellAge_inhibits"
"WNT5A","Induces","Wnt5a",839,"ENSG00000114251","839.1.1","ENSMUSG00000021994","wingless-type MMTV integration site family, member 5A [Source:MGI Symbol;Acc:MGI:98958]",1,1,"Wnt5a","CellAge_induces"
"WNT7B","Inhibits","Wnt7b",840,"ENSG00000188064","840.1.1","ENSMUSG00000022382","wingless-type MMTV integration site family, member 7B [Source:MGI Symbol;Acc:MGI:98962]",1,1,"Wnt7b","CellAge_inhibits"
"WRN","Inhibits","Wrn",841,"ENSG00000165392","841.1.1","ENSMUSG00000031583","Werner syndrome RecQ like helicase [Source:MGI Symbol;Acc:MGI:109635]",1,1,"Wrn","CellAge_inhibits"
"WSB1","Inhibits","Wsb1",842,"ENSG00000109046","842.1.1","ENSMUSG00000017677","WD repeat and SOCS box-containing 1 [Source:MGI Symbol;Acc:MGI:1926139]",1,1,"Wsb1","CellAge_inhibits"
"WT1","Inhibits","Wt1",843,"ENSG00000184937","843.1.1","ENSMUSG00000016458","WT1 transcription factor [Source:MGI Symbol;Acc:MGI:98968]",1,1,"Wt1","CellAge_inhibits"
"WWP1","Inhibits","Wwp1",844,"ENSG00000123124","844.1.1","ENSMUSG00000041058","WW domain containing E3 ubiquitin protein ligase 1 [Source:MGI Symbol;Acc:MGI:1861728]",1,1,"Wwp1","CellAge_inhibits"
"XAF1","Induces","Xaf1",845,"ENSG00000132530","845.1.1","ENSMUSG00000040483","XIAP associated factor 1 [Source:MGI Symbol;Acc:MGI:3772572]",1,1,"Xaf1","CellAge_induces"
"XIAP","Inhibits","Xiap",846,"ENSG00000101966","846.1.1","ENSMUSG00000025860","X-linked inhibitor of apoptosis [Source:MGI Symbol;Acc:MGI:107572]",1,1,"Xiap","CellAge_inhibits"
"XPC","Inhibits","Xpc",847,"ENSG00000154767","847.1.1","ENSMUSG00000030094","xeroderma pigmentosum, complementation group C [Source:MGI Symbol;Acc:MGI:103557]",1,1,"Xpc","CellAge_inhibits"
"XPO1","Induces","Xpo1",848,"ENSG00000082898","848.1.1","ENSMUSG00000020290","exportin 1 [Source:MGI Symbol;Acc:MGI:2144013]",1,1,"Xpo1","CellAge_induces"
"YAP1","Inhibits","Yap1",849,"ENSG00000137693","849.1.1","ENSMUSG00000053110","yes-associated protein 1 [Source:MGI Symbol;Acc:MGI:103262]",1,1,"Yap1","CellAge_inhibits"
"YBX1","Inhibits","Ybx1",850,"ENSG00000065978","850.1.1","ENSMUSG00000028639","Y box protein 1 [Source:MGI Symbol;Acc:MGI:99146]",1,1,"Ybx1","CellAge_inhibits"
"YEATS4","Inhibits","Yeats4",851,"ENSG00000127337","851.1.1","ENSMUSG00000020171","YEATS domain containing 4 [Source:MGI Symbol;Acc:MGI:1927224]",1,1,"Yeats4","CellAge_inhibits"
"YPEL3","Induces","Ypel3",852,"ENSG00000090238","852.1.1","ENSMUSG00000042675","yippee like 3 [Source:MGI Symbol;Acc:MGI:1913340]",1,1,"Ypel3","CellAge_induces"
"YWHAB","Inhibits","Ywhab",853,"ENSG00000166913","853.1.1","ENSMUSG00000018326","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide [Source:MGI Symbol;Acc:MGI:1891917]",1,1,"Ywhab","CellAge_inhibits"
"YWHAZ","Inhibits","Ywhaz",854,"ENSG00000164924","854.1.1","ENSMUSG00000022285","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide [Source:MGI Symbol;Acc:MGI:109484]",1,1,"Ywhaz","CellAge_inhibits"
"YY1","Inhibits","Yy1",855,"ENSG00000100811","855.1.1","ENSMUSG00000021264","YY1 transcription factor [Source:MGI Symbol;Acc:MGI:99150]",1,1,"Yy1","CellAge_inhibits"
"ZCCHC10","Induces","Zcchc10",856,"ENSG00000155329","856.1.1","ENSMUSG00000018239","zinc finger, CCHC domain containing 10 [Source:MGI Symbol;Acc:MGI:1196228]",1,1,"Zcchc10","CellAge_induces"
"ZDHHC3","Inhibits","Zdhhc3",857,"ENSG00000163812","857.1.1","ENSMUSG00000025786","zinc finger, DHHC domain containing 3 [Source:MGI Symbol;Acc:MGI:1926134]",1,1,"Zdhhc3","CellAge_inhibits"
"ZEB1","Inhibits","Zeb1",858,"ENSG00000148516","858.1.1","ENSMUSG00000024238","zinc finger E-box binding homeobox 1 [Source:MGI Symbol;Acc:MGI:1344313]",1,1,"Zeb1","CellAge_inhibits"
"ZFP36","Induces","Zfp36",859,"ENSG00000128016","859.1.1","ENSMUSG00000044786","zinc finger protein 36 [Source:MGI Symbol;Acc:MGI:99180]",1,1,"Zfp36","CellAge_induces"
"ZMAT3","Inhibits","Zmat3",861,"ENSG00000172667","861.1.1","ENSMUSG00000027663","zinc finger matrin type 3 [Source:MGI Symbol;Acc:MGI:1195270]",1,1,"Zmat3","CellAge_inhibits"
"ZMPSTE24","Inhibits","Zmpste24",862,"ENSG00000084073","862.1.1","ENSMUSG00000043207","zinc metallopeptidase, STE24 [Source:MGI Symbol;Acc:MGI:1890508]",1,1,"Zmpste24","CellAge_inhibits"
"ZMYND11","Inhibits","Zmynd11",863,"ENSG00000015171","863.1.1","ENSMUSG00000021156","zinc finger, MYND domain containing 11 [Source:MGI Symbol;Acc:MGI:1913755]",1,1,"Zmynd11","CellAge_inhibits"
"ZNF148","Inhibits","Zfp148",864,"ENSG00000163848","864.1.1","ENSMUSG00000022811","zinc finger protein 148 [Source:MGI Symbol;Acc:MGI:1332234]",1,1,"Zfp148","CellAge_inhibits"
"ZNF207","Inhibits","Zfp207",865,"ENSG00000010244","865.1.1","ENSMUSG00000017421","zinc finger protein 207 [Source:MGI Symbol;Acc:MGI:1340045]",1,1,"Zfp207","CellAge_inhibits"
"ZNF217","Inhibits","Zfp217",866,"ENSG00000171940","866.1.1","ENSMUSG00000052056","zinc finger protein 217 [Source:MGI Symbol;Acc:MGI:2685408]",1,1,"Zfp217","CellAge_inhibits"
