"ortholog_name","input","input_number","input_ensg","ensg_number","ortholog_ensg","description","n_human_orthologs","n_mouse_inputs"
"NECTIN3","Nectin3",1289,"ENSMUSG00000022656","1289.1.1","ENSG00000177707","nectin cell adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:17664]",1,1
"NECTIN4","Nectin4",199,"ENSMUSG00000006411","199.1.1","ENSG00000143217","nectin cell adhesion molecule 4 [Source:HGNC Symbol;Acc:HGNC:19688]",1,1
"NEGR1","Negr1",1068,"ENSMUSG00000040037","1068.1.1","ENSG00000172260","neuronal growth regulator 1 [Source:HGNC Symbol;Acc:HGNC:17302]",1,1
"NEK2","Nek2",755,"ENSMUSG00000026622","755.1.1","ENSG00000117650","NIMA related kinase 2 [Source:HGNC Symbol;Acc:HGNC:7745]",1,1
"N/A","Nepn",158,"ENSMUSG00000038624","158.1.1","N/A","N/A",1,75
"NETO2","Neto2",230,"ENSMUSG00000036902","230.1.1","ENSG00000171208","neuropilin and tolloid like 2 [Source:HGNC Symbol;Acc:HGNC:14644]",1,1
"NFASC","Nfasc",1395,"ENSMUSG00000026442","1395.1.1","ENSG00000163531","neurofascin [Source:HGNC Symbol;Acc:HGNC:29866]",1,1
"NFATC4","Nfatc4",1272,"ENSMUSG00000023411","1272.1.1","ENSG00000100968","nuclear factor of activated T cells 4 [Source:HGNC Symbol;Acc:HGNC:7778]",1,1
"NFKBIE","Nfkbie",2,"ENSMUSG00000023947","2.1.1","ENSG00000146232","NFKB inhibitor epsilon [Source:HGNC Symbol;Acc:HGNC:7799]",1,1
"NFKBIZ","Nfkbiz",1198,"ENSMUSG00000035356","1198.1.1","ENSG00000144802","NFKB inhibitor zeta [Source:HGNC Symbol;Acc:HGNC:29805]",1,1
"NHERF4","Nherf4",165,"ENSMUSG00000032105","165.1.1","ENSG00000172367","NHERF family PDZ scaffold protein 4 [Source:HGNC Symbol;Acc:HGNC:19891]",1,1
"NIBAN2","Niban2",252,"ENSMUSG00000026796","252.1.1","ENSG00000136830","niban apoptosis regulator 2 [Source:HGNC Symbol;Acc:HGNC:25282]",1,1
"NICOL1","Nicol1",296,"ENSMUSG00000070858","296.1.1","ENSG00000243449","NELL2 interacting cell ontogeny regulator 1 [Source:HGNC Symbol;Acc:HGNC:34437]",1,1
"NKD2","Nkd2",1098,"ENSMUSG00000021567","1098.1.1","ENSG00000145506","NKD inhibitor of WNT signaling pathway 2 [Source:HGNC Symbol;Acc:HGNC:17046]",1,1
"NKX3-2","Nkx3-2",1030,"ENSMUSG00000049691","1030.1.1","ENSG00000109705","NK3 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:951]",1,1
"NLGN2","Nlgn2",1255,"ENSMUSG00000051790","1255.1.1","ENSG00000169992","neuroligin 2 [Source:HGNC Symbol;Acc:HGNC:14290]",1,1
"NLGN3","Nlgn3",258,"ENSMUSG00000031302","258.1.1","ENSG00000196338","neuroligin 3 [Source:HGNC Symbol;Acc:HGNC:14289]",1,1
"NLRP3","Nlrp3",1199,"ENSMUSG00000032691","1199.1.1","ENSG00000162711","NLR family pyrin domain containing 3 [Source:HGNC Symbol;Acc:HGNC:16400]",1,1
"NMBR","Nmbr",1018,"ENSMUSG00000019865","1018.1.1","ENSG00000135577","neuromedin B receptor [Source:HGNC Symbol;Acc:HGNC:7843]",1,1
"NMNAT2","Nmnat2",367,"ENSMUSG00000042751","367.1.1","ENSG00000157064","nicotinamide nucleotide adenylyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16789]",1,1
"NMRK2","Nmrk2",666,"ENSMUSG00000004939","666.1.1","ENSG00000077009","nicotinamide riboside kinase 2 [Source:HGNC Symbol;Acc:HGNC:17871]",1,1
"N/A","Nnat",1154,"ENSMUSG00000067786","1154.1.1","N/A","N/A",1,75
"NOS1","Nos1",1069,"ENSMUSG00000029361","1069.1.1","ENSG00000089250","nitric oxide synthase 1 [Source:HGNC Symbol;Acc:HGNC:7872]",1,1
"NOX4","Nox4",1085,"ENSMUSG00000030562","1085.1.1","ENSG00000086991","NADPH oxidase 4 [Source:HGNC Symbol;Acc:HGNC:7891]",1,1
"NPAS2","Npas2",298,"ENSMUSG00000026077","298.1.1","ENSG00000170485","neuronal PAS domain protein 2 [Source:HGNC Symbol;Acc:HGNC:7895]",1,1
"NPAS4","Npas4",295,"ENSMUSG00000045903","295.1.1","ENSG00000174576","neuronal PAS domain protein 4 [Source:HGNC Symbol;Acc:HGNC:18983]",1,1
"NPHP4","Nphp4",1221,"ENSMUSG00000039577","1221.1.1","ENSG00000131697","nephrocystin 4 [Source:HGNC Symbol;Acc:HGNC:19104]",1,1
"NPR3","Npr3",1036,"ENSMUSG00000022206","1036.1.1","ENSG00000113389","natriuretic peptide receptor 3 [Source:HGNC Symbol;Acc:HGNC:7945]",1,1
"NPY2R","Npy2r",1331,"ENSMUSG00000028004","1331.1.1","ENSG00000185149","neuropeptide Y receptor Y2 [Source:HGNC Symbol;Acc:HGNC:7957]",1,1
"NR4A2","Nr4a2",232,"ENSMUSG00000026826","232.1.1","ENSG00000153234","nuclear receptor subfamily 4 group A member 2 [Source:HGNC Symbol;Acc:HGNC:7981]",1,1
"NRG4","Nrg4",282,"ENSMUSG00000032311","282.1.1","ENSG00000169752","neuregulin 4 [Source:HGNC Symbol;Acc:HGNC:29862]",1,1
"NRP2","Nrp2",727,"ENSMUSG00000025969","727.1.1","ENSG00000118257","neuropilin 2 [Source:HGNC Symbol;Acc:HGNC:8005]",1,1
"NSG1","Nsg1",931,"ENSMUSG00000029126","931.1.1","ENSG00000168824","neuronal vesicle trafficking associated 1 [Source:HGNC Symbol;Acc:HGNC:18790]",1,1
"NT5C1A","Nt5c1a",1146,"ENSMUSG00000054958","1146.1.1","ENSG00000116981","5'-nucleotidase, cytosolic IA [Source:HGNC Symbol;Acc:HGNC:17819]",1,1
"NT5DC2","Nt5dc2",838,"ENSMUSG00000071547","838.1.1","ENSG00000168268","5'-nucleotidase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25717]",1,1
"NT5E","Nt5e",958,"ENSMUSG00000032420","958.1.1","ENSG00000135318","5'-nucleotidase ecto [Source:HGNC Symbol;Acc:HGNC:8021]",1,1
"NTSR2","Ntsr2",923,"ENSMUSG00000020591","923.1.1","ENSG00000169006","neurotensin receptor 2 [Source:HGNC Symbol;Acc:HGNC:8040]",1,1
"NUDT12","Nudt12",693,"ENSMUSG00000024228","693.1.1","ENSG00000112874","nudix hydrolase 12 [Source:HGNC Symbol;Acc:HGNC:18826]",1,1
"NUF2","Nuf2",792,"ENSMUSG00000026683","792.1.1","ENSG00000143228","NUF2 component of NDC80 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:14621]",1,1
"NUMBL","Numbl",521,"ENSMUSG00000063160","521.1.1","ENSG00000105245","NUMB like endocytic adaptor protein [Source:HGNC Symbol;Acc:HGNC:8061]",1,1
"NXNL1","Nxnl1",833,"ENSMUSG00000034829","833.1.1","ENSG00000171773","nucleoredoxin like 1 [Source:HGNC Symbol;Acc:HGNC:25179]",1,1
"NXPH4","Nxph4",880,"ENSMUSG00000040258","880.1.1","ENSG00000182379","neurexophilin 4 [Source:HGNC Symbol;Acc:HGNC:8078]",1,1
"NYAP1","Nyap1",818,"ENSMUSG00000045348","818.1.1","ENSG00000166924","neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1 [Source:HGNC Symbol;Acc:HGNC:22009]",1,1
"NYNRIN","Nynrin",695,"ENSMUSG00000075592","695.1.1","ENSG00000205978","NYN domain and retroviral integrase containing [Source:HGNC Symbol;Acc:HGNC:20165]",1,1
"N/A","Odad1",1380,"ENSMUSG00000040189","1380.1.1","N/A","N/A",1,75
"OLFML2B","Olfml2b",140,"ENSMUSG00000038463","140.1.1","ENSG00000162745","olfactomedin like 2B [Source:HGNC Symbol;Acc:HGNC:24558]",1,1
"OLR1","Olr1",642,"ENSMUSG00000030162","642.1.1","ENSG00000173391","oxidized low density lipoprotein receptor 1 [Source:HGNC Symbol;Acc:HGNC:8133]",1,1
"OPN3","Opn3",471,"ENSMUSG00000026525","471.1.1","ENSG00000054277","opsin 3 [Source:HGNC Symbol;Acc:HGNC:14007]",1,1
"ORAI2","Orai2",532,"ENSMUSG00000039747","532.1.1","ENSG00000160991","ORAI calcium release-activated calcium modulator 2 [Source:HGNC Symbol;Acc:HGNC:21667]",1,1
"ORM1","Orm1",511,"ENSMUSG00000039196","511.1.2","ENSG00000229314","orosomucoid 1 [Source:HGNC Symbol;Acc:HGNC:8498]",2,1
"ORM2","Orm1",511,"ENSMUSG00000039196","511.1.1","ENSG00000228278","orosomucoid 2 [Source:HGNC Symbol;Acc:HGNC:8499]",2,1
"OSBPL3","Osbpl3",1160,"ENSMUSG00000029822","1160.1.1","ENSG00000070882","oxysterol binding protein like 3 [Source:HGNC Symbol;Acc:HGNC:16370]",1,1
"OSM","Osm",607,"ENSMUSG00000058755","607.1.1","ENSG00000099985","oncostatin M [Source:HGNC Symbol;Acc:HGNC:8506]",1,1
"OSR2","Osr2",74,"ENSMUSG00000022330","74.1.1","ENSG00000164920","odd-skipped related transciption factor 2 [Source:HGNC Symbol;Acc:HGNC:15830]",1,1
"OSTN","Ostn",275,"ENSMUSG00000052276","275.1.1","ENSG00000188729","osteocrin [Source:HGNC Symbol;Acc:HGNC:29961]",1,1
"OTOP1","Otop1",1061,"ENSMUSG00000051596","1061.1.1","ENSG00000163982","otopetrin 1 [Source:HGNC Symbol;Acc:HGNC:19656]",1,1
"OTULINL","Otulinl",834,"ENSMUSG00000056069","834.1.1","ENSG00000145569","OTU deubiquitinase with linear linkage specificity like [Source:HGNC Symbol;Acc:HGNC:25629]",1,1
"P2RX7","P2rx7",1174,"ENSMUSG00000029468","1174.1.1","ENSG00000089041","purinergic receptor P2X 7 [Source:HGNC Symbol;Acc:HGNC:8537]",1,1
"N/A","P2ry10b",1275,"ENSMUSG00000054293","1275.1.1","N/A","N/A",1,75
"P3H1","P3h1",217,"ENSMUSG00000028641","217.1.1","ENSG00000117385","prolyl 3-hydroxylase 1 [Source:HGNC Symbol;Acc:HGNC:19316]",1,1
"P3H3","P3h3",950,"ENSMUSG00000023191","950.1.1","ENSG00000110811","prolyl 3-hydroxylase 3 [Source:HGNC Symbol;Acc:HGNC:19318]",1,1
"P3H4","P3h4",107,"ENSMUSG00000006931","107.1.1","ENSG00000141696","prolyl 3-hydroxylase family member 4 (inactive) [Source:HGNC Symbol;Acc:HGNC:16946]",1,1
"P4HA3","P4ha3",495,"ENSMUSG00000051048","495.1.1","ENSG00000149380","prolyl 4-hydroxylase subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:30135]",1,1
"PADI2","Padi2",1265,"ENSMUSG00000028927","1265.1.1","ENSG00000117115","peptidyl arginine deiminase 2 [Source:HGNC Symbol;Acc:HGNC:18341]",1,1
"PAMR1","Pamr1",944,"ENSMUSG00000027188","944.1.1","ENSG00000149090","peptidase domain containing associated with muscle regeneration 1 [Source:HGNC Symbol;Acc:HGNC:24554]",1,1
"PAQR9","Paqr9",988,"ENSMUSG00000064225","988.1.1","ENSG00000188582","progestin and adipoQ receptor family member 9 [Source:HGNC Symbol;Acc:HGNC:30131]",1,1
"PARPBP","Parpbp",1370,"ENSMUSG00000035365","1370.1.1","ENSG00000185480","PARP1 binding protein [Source:HGNC Symbol;Acc:HGNC:26074]",1,1
"PAX1","Pax1",284,"ENSMUSG00000037034","284.1.1","ENSG00000125813","paired box 1 [Source:HGNC Symbol;Acc:HGNC:8615]",1,1
"PAX9","Pax9",901,"ENSMUSG00000001497","901.1.1","ENSG00000198807","paired box 9 [Source:HGNC Symbol;Acc:HGNC:8623]",1,1
"PBK","Pbk",641,"ENSMUSG00000022033","641.1.1","ENSG00000168078","PDZ binding kinase [Source:HGNC Symbol;Acc:HGNC:18282]",1,1
"PCDHAC2","Pcdhac2",673,"ENSMUSG00000102697","673.1.1","ENSG00000243232","protocadherin alpha subfamily C, 2 [Source:HGNC Symbol;Acc:HGNC:8677]",1,1
"PCDHB5","Pcdhb10",649,"ENSMUSG00000045657","649.1.1","ENSG00000113209","protocadherin beta 5 [Source:HGNC Symbol;Acc:HGNC:8690]",1,2
"PCDHB5","Pcdhb11",930,"ENSMUSG00000051486","930.1.1","ENSG00000113209","protocadherin beta 5 [Source:HGNC Symbol;Acc:HGNC:8690]",1,2
"PCDHB6","Pcdhb13",703,"ENSMUSG00000047307","703.1.1","ENSG00000113211","protocadherin beta 6 [Source:HGNC Symbol;Acc:HGNC:8691]",1,1
"PCDHB13","Pcdhb16",985,"ENSMUSG00000047910","985.1.1","ENSG00000187372","protocadherin beta 13 [Source:HGNC Symbol;Acc:HGNC:8684]",1,1
"PCDHB16","Pcdhb17",1250,"ENSMUSG00000046387","1250.1.1","ENSG00000272674","protocadherin beta 16 [Source:HGNC Symbol;Acc:HGNC:14546]",1,1
"PCDHB11","Pcdhb19",782,"ENSMUSG00000043313","782.1.2","ENSG00000197479","protocadherin beta 11 [Source:HGNC Symbol;Acc:HGNC:8682]",2,1
"PCDHB12","Pcdhb19",782,"ENSMUSG00000043313","782.1.1","ENSG00000120328","protocadherin beta 12 [Source:HGNC Symbol;Acc:HGNC:8683]",2,1
"N/A","Pcdhb21",290,"ENSMUSG00000044022","290.1.1","N/A","N/A",1,75
"PCDHB3","Pcdhb3",543,"ENSMUSG00000045498","543.1.1","ENSG00000113205","protocadherin beta 3 [Source:HGNC Symbol;Acc:HGNC:8688]",1,1
"PCDHB4","Pcdhb5",770,"ENSMUSG00000063687","770.1.1","ENSG00000081818","protocadherin beta 4 [Source:HGNC Symbol;Acc:HGNC:8689]",1,2
"PCDHB4","Pcdhb9",608,"ENSMUSG00000051242","608.1.1","ENSG00000081818","protocadherin beta 4 [Source:HGNC Symbol;Acc:HGNC:8689]",1,2
"PCDHGA3","Pcdhga3",1035,"ENSMUSG00000104346","1035.1.1","ENSG00000254245","protocadherin gamma subfamily A, 3 [Source:HGNC Symbol;Acc:HGNC:8701]",1,1
"PCDHGB1","Pcdhgb1",771,"ENSMUSG00000103037","771.1.1","ENSG00000254221","protocadherin gamma subfamily B, 1 [Source:HGNC Symbol;Acc:HGNC:8708]",1,1
"PCDHGC3","Pcdhgc3",848,"ENSMUSG00000102918","848.1.1","ENSG00000240184","protocadherin gamma subfamily C, 3 [Source:HGNC Symbol;Acc:HGNC:8716]",1,1
"PCDHGC5","Pcdhgc5",697,"ENSMUSG00000102543","697.1.1","ENSG00000240764","protocadherin gamma subfamily C, 5 [Source:HGNC Symbol;Acc:HGNC:8718]",1,1
"PCK1","Pck1",868,"ENSMUSG00000027513","868.1.1","ENSG00000124253","phosphoenolpyruvate carboxykinase 1 [Source:HGNC Symbol;Acc:HGNC:8724]",1,1
"PCOLCE","Pcolce",658,"ENSMUSG00000029718","658.1.1","ENSG00000106333","procollagen C-endopeptidase enhancer [Source:HGNC Symbol;Acc:HGNC:8738]",1,1
"PCSK5","Pcsk5",1107,"ENSMUSG00000024713","1107.1.1","ENSG00000099139","proprotein convertase subtilisin/kexin type 5 [Source:HGNC Symbol;Acc:HGNC:8747]",1,1
"PC","Pcx",409,"ENSMUSG00000024892","409.1.1","ENSG00000173599","pyruvate carboxylase [Source:HGNC Symbol;Acc:HGNC:8636]",1,1
"PDE3B","Pde3b",1197,"ENSMUSG00000030671","1197.1.1","ENSG00000152270","phosphodiesterase 3B [Source:HGNC Symbol;Acc:HGNC:8779]",1,1
"PDE4D","Pde4d",391,"ENSMUSG00000021699","391.1.1","ENSG00000113448","phosphodiesterase 4D [Source:HGNC Symbol;Acc:HGNC:8783]",1,1
"PDGFC","Pdgfc",1391,"ENSMUSG00000028019","1391.1.1","ENSG00000145431","platelet derived growth factor C [Source:HGNC Symbol;Acc:HGNC:8801]",1,1
"PDGFRA","Pdgfra",334,"ENSMUSG00000029231","334.1.1","ENSG00000134853","platelet derived growth factor receptor alpha [Source:HGNC Symbol;Acc:HGNC:8803]",1,1
"PDGFRB","Pdgfrb",1124,"ENSMUSG00000024620","1124.1.1","ENSG00000113721","platelet derived growth factor receptor beta [Source:HGNC Symbol;Acc:HGNC:8804]",1,1
"PDGFRL","Pdgfrl",866,"ENSMUSG00000031595","866.1.1","ENSG00000104213","platelet derived growth factor receptor like [Source:HGNC Symbol;Acc:HGNC:8805]",1,1
"PDIA5","Pdia5",1332,"ENSMUSG00000022844","1332.1.1","ENSG00000065485","protein disulfide isomerase family A member 5 [Source:HGNC Symbol;Acc:HGNC:24811]",1,1
"PDK3","Pdk3",1006,"ENSMUSG00000035232","1006.1.1","ENSG00000067992","pyruvate dehydrogenase kinase 3 [Source:HGNC Symbol;Acc:HGNC:8811]",1,1
"PDPN","Pdpn",399,"ENSMUSG00000028583","399.1.1","ENSG00000162493","podoplanin [Source:HGNC Symbol;Acc:HGNC:29602]",1,1
"PDZD4","Pdzd4",440,"ENSMUSG00000002006","440.1.1","ENSG00000067840","PDZ domain containing 4 [Source:HGNC Symbol;Acc:HGNC:21167]",1,1
"PEX11A","Pex11a",667,"ENSMUSG00000030545","667.1.1","ENSG00000166821","peroxisomal biogenesis factor 11 alpha [Source:HGNC Symbol;Acc:HGNC:8852]",1,1
"PFKFB1","Pfkfb1",1067,"ENSMUSG00000025271","1067.1.1","ENSG00000158571","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:8872]",1,1
"PFKFB3","Pfkfb3",1268,"ENSMUSG00000026773","1268.1.1","ENSG00000170525","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:HGNC Symbol;Acc:HGNC:8874]",1,1
"PGAM2","Pgam2",513,"ENSMUSG00000020475","513.1.1","ENSG00000164708","phosphoglycerate mutase 2 [Source:HGNC Symbol;Acc:HGNC:8889]",1,1
"PGM1","Pgm1",920,"ENSMUSG00000025791","920.1.1","ENSG00000079739","phosphoglucomutase 1 [Source:HGNC Symbol;Acc:HGNC:8905]",1,1
"PGM2","Pgm2",373,"ENSMUSG00000029171","373.1.1","ENSG00000169299","phosphoglucomutase 2 [Source:HGNC Symbol;Acc:HGNC:8906]",1,1
"PHETA2","Pheta2",1201,"ENSMUSG00000049687","1201.1.1","ENSG00000177096","PH domain containing endocytic trafficking adaptor 2 [Source:HGNC Symbol;Acc:HGNC:27161]",1,1
"PHKB","Phkb",1082,"ENSMUSG00000036879","1082.1.1","ENSG00000102893","phosphorylase kinase regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:8927]",1,1
"PHYHIPL","Phyhipl",278,"ENSMUSG00000037747","278.1.1","ENSG00000165443","phytanoyl-CoA 2-hydroxylase interacting protein like [Source:HGNC Symbol;Acc:HGNC:29378]",1,1
"PIF1","Pif1",1404,"ENSMUSG00000041064","1404.1.1","ENSG00000140451","PIF1 5'-to-3' DNA helicase [Source:HGNC Symbol;Acc:HGNC:26220]",1,1
"PIK3AP1","Pik3ap1",1185,"ENSMUSG00000025017","1185.1.1","ENSG00000155629","phosphoinositide-3-kinase adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:30034]",1,1
"PIK3R5","Pik3r5",244,"ENSMUSG00000020901","244.1.1","ENSG00000141506","phosphoinositide-3-kinase regulatory subunit 5 [Source:HGNC Symbol;Acc:HGNC:30035]",1,1
"PIMREG","Pimreg",1016,"ENSMUSG00000020808","1016.1.1","ENSG00000129195","PICALM interacting mitotic regulator [Source:HGNC Symbol;Acc:HGNC:25483]",1,1
"LILRA1","Pira2",430,"ENSMUSG00000089942","430.1.2","ENSG00000104974","leukocyte immunoglobulin like receptor A1 [Source:HGNC Symbol;Acc:HGNC:6602]",9,1
"LILRA2","Pira2",430,"ENSMUSG00000089942","430.1.8","ENSG00000239998","leukocyte immunoglobulin like receptor A2 [Source:HGNC Symbol;Acc:HGNC:6603]",9,1
"LILRA4","Pira2",430,"ENSMUSG00000089942","430.1.7","ENSG00000239961","leukocyte immunoglobulin like receptor A4 [Source:HGNC Symbol;Acc:HGNC:15503]",9,1
"LILRA5","Pira2",430,"ENSMUSG00000089942","430.1.5","ENSG00000187116","leukocyte immunoglobulin like receptor A5 [Source:HGNC Symbol;Acc:HGNC:16309]",9,1
"LILRA6","Pira2",430,"ENSMUSG00000089942","430.1.9","ENSG00000244482","leukocyte immunoglobulin like receptor A6 [Source:HGNC Symbol;Acc:HGNC:15495]",9,1
"LILRB1","Pira2",430,"ENSMUSG00000089942","430.1.1","ENSG00000104972","leukocyte immunoglobulin like receptor B1 [Source:HGNC Symbol;Acc:HGNC:6605]",9,1
"LILRB2","Pira2",430,"ENSMUSG00000089942","430.1.4","ENSG00000131042","leukocyte immunoglobulin like receptor B2 [Source:HGNC Symbol;Acc:HGNC:6606]",9,1
"LILRB3","Pira2",430,"ENSMUSG00000089942","430.1.6","ENSG00000204577","leukocyte immunoglobulin like receptor B3 [Source:HGNC Symbol;Acc:HGNC:6607]",9,1
"LILRB5","Pira2",430,"ENSMUSG00000089942","430.1.3","ENSG00000105609","leukocyte immunoglobulin like receptor B5 [Source:HGNC Symbol;Acc:HGNC:6609]",9,1
"PITX1","Pitx1",1230,"ENSMUSG00000021506","1230.1.1","ENSG00000069011","paired like homeodomain 1 [Source:HGNC Symbol;Acc:HGNC:9004]",1,1
"PITX2","Pitx2",1063,"ENSMUSG00000028023","1063.1.1","ENSG00000164093","paired like homeodomain 2 [Source:HGNC Symbol;Acc:HGNC:9005]",1,1
"PKD2","Pkd2",545,"ENSMUSG00000034462","545.1.1","ENSG00000118762","polycystin 2, transient receptor potential cation channel [Source:HGNC Symbol;Acc:HGNC:9009]",1,1
"PKD2L2","Pkd2l2",1137,"ENSMUSG00000014503","1137.1.1","ENSG00000078795","polycystin 2 like 2, transient receptor potential cation channel [Source:HGNC Symbol;Acc:HGNC:9012]",1,1
"PKIA","Pkia",422,"ENSMUSG00000027499","422.1.1","ENSG00000171033","cAMP-dependent protein kinase inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:9017]",1,1
"PKIB","Pkib",1377,"ENSMUSG00000019876","1377.1.1","ENSG00000135549","cAMP-dependent protein kinase inhibitor beta [Source:HGNC Symbol;Acc:HGNC:9018]",1,1
"PKP2","Pkp2",18,"ENSMUSG00000041957","18.1.1","ENSG00000057294","plakophilin 2 [Source:HGNC Symbol;Acc:HGNC:9024]",1,1
"PLA2G2E","Pla2g2e",1120,"ENSMUSG00000028751","1120.1.1","ENSG00000188784","phospholipase A2 group IIE [Source:HGNC Symbol;Acc:HGNC:13414]",1,1
"PLA2G5","Pla2g5",921,"ENSMUSG00000041193","921.1.1","ENSG00000127472","phospholipase A2 group V [Source:HGNC Symbol;Acc:HGNC:9038]",1,1
"PLAAT1","Plaat1",751,"ENSMUSG00000022525","751.1.1","ENSG00000127252","phospholipase A and acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:14922]",1,1
"PLAAT3","Plaat3",855,"ENSMUSG00000060675","855.1.1","ENSG00000176485","phospholipase A and acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:17825]",1,1
"PLCD4","Plcd4",213,"ENSMUSG00000026173","213.1.1","ENSG00000115556","phospholipase C delta 4 [Source:HGNC Symbol;Acc:HGNC:9062]",1,1
"PLD3","Pld3",1229,"ENSMUSG00000003363","1229.1.1","ENSG00000105223","phospholipase D family member 3 [Source:HGNC Symbol;Acc:HGNC:17158]",1,1
"PLD5","Pld5",1127,"ENSMUSG00000055214","1127.1.1","ENSG00000180287","phospholipase D family member 5 [Source:HGNC Symbol;Acc:HGNC:26879]",1,1
"PLEKHB1","Plekhb1",454,"ENSMUSG00000030701","454.1.1","ENSG00000021300","pleckstrin homology domain containing B1 [Source:HGNC Symbol;Acc:HGNC:19079]",1,1
"PLEKHG2","Plekhg2",1359,"ENSMUSG00000037552","1359.1.1","ENSG00000090924","pleckstrin homology and RhoGEF domain containing G2 [Source:HGNC Symbol;Acc:HGNC:29515]",1,1
"PLEKHG4","Plekhg4",919,"ENSMUSG00000014782","919.1.1","ENSG00000196155","pleckstrin homology and RhoGEF domain containing G4 [Source:HGNC Symbol;Acc:HGNC:24501]",1,1
"PLEKHH2","Plekhh2",1096,"ENSMUSG00000040852","1096.1.1","ENSG00000152527","pleckstrin homology, MyTH4 and FERM domain containing H2 [Source:HGNC Symbol;Acc:HGNC:30506]",1,1
"PLIN1","Plin1",404,"ENSMUSG00000030546","404.1.1","ENSG00000166819","perilipin 1 [Source:HGNC Symbol;Acc:HGNC:9076]",1,1
"PLIN5","Plin5",48,"ENSMUSG00000011305","48.1.1","ENSG00000214456","perilipin 5 [Source:HGNC Symbol;Acc:HGNC:33196]",1,1
"PLK1","Plk1",862,"ENSMUSG00000030867","862.1.1","ENSG00000166851","polo like kinase 1 [Source:HGNC Symbol;Acc:HGNC:9077]",1,1
"PLK3","Plk3",595,"ENSMUSG00000028680","595.1.1","ENSG00000173846","polo like kinase 3 [Source:HGNC Symbol;Acc:HGNC:2154]",1,1
"PLOD2","Plod2",40,"ENSMUSG00000032374","40.1.1","ENSG00000152952","procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 [Source:HGNC Symbol;Acc:HGNC:9082]",1,1
"PLPP2","Plpp2",1297,"ENSMUSG00000052151","1297.1.1","ENSG00000141934","phospholipid phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:9230]",1,1
"PLPPR4","Plppr4",940,"ENSMUSG00000044667","940.1.1","ENSG00000117600","phospholipid phosphatase related 4 [Source:HGNC Symbol;Acc:HGNC:23496]",1,1
"PLXNB2","Plxnb2",1315,"ENSMUSG00000036606","1315.1.1","ENSG00000196576","plexin B2 [Source:HGNC Symbol;Acc:HGNC:9104]",1,1
"PNPLA2","Pnpla2",1366,"ENSMUSG00000025509","1366.1.1","ENSG00000177666","patatin like phospholipase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30802]",1,1
"PNPLA3","Pnpla3",117,"ENSMUSG00000041653","117.1.1","ENSG00000100344","patatin like phospholipase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:18590]",1,1
"PODNL1","Podnl1",427,"ENSMUSG00000012889","427.1.1","ENSG00000132000","podocan like 1 [Source:HGNC Symbol;Acc:HGNC:26275]",1,1
"POGLUT3","Poglut3",824,"ENSMUSG00000034487","824.1.1","ENSG00000178202","protein O-glucosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:28496]",1,1
"PON1","Pon1",96,"ENSMUSG00000002588","96.1.1","ENSG00000005421","paraoxonase 1 [Source:HGNC Symbol;Acc:HGNC:9204]",1,1
"POPDC2","Popdc2",8,"ENSMUSG00000022803","8.1.1","ENSG00000121577","popeye domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17648]",1,1
"POPDC3","Popdc3",774,"ENSMUSG00000019848","774.1.1","ENSG00000132429","popeye domain containing 3 [Source:HGNC Symbol;Acc:HGNC:17649]",1,1
"POSTN","Postn",287,"ENSMUSG00000027750","287.1.1","ENSG00000133110","periostin [Source:HGNC Symbol;Acc:HGNC:16953]",1,1
