"input_number","input","input_ensg","ensg_number","ortholog_name","ortholog_ensg","description"
878,"Cap1","ENSMUSG00000028656","878.1.1","CAP1","ENSG00000131236","cyclase associated actin cytoskeleton regulatory protein 1 [Source:HGNC Symbol;Acc:HGNC:20040]"
879,"Lpar3","ENSMUSG00000036832","879.1.1","LPAR3","ENSG00000171517","lysophosphatidic acid receptor 3 [Source:HGNC Symbol;Acc:HGNC:14298]"
880,"Nxph4","ENSMUSG00000040258","880.1.1","NXPH4","ENSG00000182379","neurexophilin 4 [Source:HGNC Symbol;Acc:HGNC:8078]"
881,"Hspa1l","ENSMUSG00000007033","881.1.1","HSPA1L","ENSG00000204390","heat shock protein family A (Hsp70) member 1 like [Source:HGNC Symbol;Acc:HGNC:5234]"
882,"Hcar1","ENSMUSG00000049241","882.1.1","HCAR1","ENSG00000196917","hydroxycarboxylic acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:4532]"
883,"Gm6377","ENSMUSG00000048621","883.1.1","N/A","N/A","N/A"
884,"Bnip3","ENSMUSG00000078566","884.1.1","BNIP3","ENSG00000176171","BCL2 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:1084]"
885,"Cd79a","ENSMUSG00000003379","885.1.1","CD79A","ENSG00000105369","CD79a molecule [Source:HGNC Symbol;Acc:HGNC:1698]"
886,"Moxd1","ENSMUSG00000020000","886.1.1","MOXD1","ENSG00000079931","monooxygenase DBH like 1 [Source:HGNC Symbol;Acc:HGNC:21063]"
887,"Tfcp2l1","ENSMUSG00000026380","887.1.1","TFCP2L1","ENSG00000115112","transcription factor CP2 like 1 [Source:HGNC Symbol;Acc:HGNC:17925]"
888,"Apoc1","ENSMUSG00000040564","888.1.1","APOC1","ENSG00000130208","apolipoprotein C1 [Source:HGNC Symbol;Acc:HGNC:607]"
889,"Slc15a3","ENSMUSG00000024737","889.1.1","SLC15A3","ENSG00000110446","solute carrier family 15 member 3 [Source:HGNC Symbol;Acc:HGNC:18068]"
890,"Aldh18a1","ENSMUSG00000025007","890.1.1","ALDH18A1","ENSG00000059573","aldehyde dehydrogenase 18 family member A1 [Source:HGNC Symbol;Acc:HGNC:9722]"
891,"Fam167b","ENSMUSG00000050493","891.1.1","FAM167B","ENSG00000183615","family with sequence similarity 167 member B [Source:HGNC Symbol;Acc:HGNC:28133]"
892,"Mgst3","ENSMUSG00000026688","892.1.1","MGST3","ENSG00000143198","microsomal glutathione S-transferase 3 [Source:HGNC Symbol;Acc:HGNC:7064]"
893,"Klhdc8a","ENSMUSG00000042115","893.1.1","KLHDC8A","ENSG00000162873","kelch domain containing 8A [Source:HGNC Symbol;Acc:HGNC:25573]"
894,"Foxm1","ENSMUSG00000001517","894.1.1","FOXM1","ENSG00000111206","forkhead box M1 [Source:HGNC Symbol;Acc:HGNC:3818]"
895,"Gys2","ENSMUSG00000030244","895.1.1","GYS2","ENSG00000111713","glycogen synthase 2 [Source:HGNC Symbol;Acc:HGNC:4707]"
896,"Car4","ENSMUSG00000000805","896.1.1","CA4","ENSG00000167434","carbonic anhydrase 4 [Source:HGNC Symbol;Acc:HGNC:1375]"
897,"Runx3","ENSMUSG00000070691","897.1.1","RUNX3","ENSG00000020633","RUNX family transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:10473]"
898,"Fn3k","ENSMUSG00000025175","898.1.1","FN3K","ENSG00000167363","fructosamine 3 kinase [Source:HGNC Symbol;Acc:HGNC:24822]"
899,"Fbn2","ENSMUSG00000024598","899.1.1","FBN2","ENSG00000138829","fibrillin 2 [Source:HGNC Symbol;Acc:HGNC:3604]"
900,"1700017B05Rik","ENSMUSG00000032300","900.1.1","C15orf39","ENSG00000167173","chromosome 15 open reading frame 39 [Source:HGNC Symbol;Acc:HGNC:24497]"
901,"Pax9","ENSMUSG00000001497","901.1.1","PAX9","ENSG00000198807","paired box 9 [Source:HGNC Symbol;Acc:HGNC:8623]"
902,"Kif2c","ENSMUSG00000028678","902.1.1","KIF2C","ENSG00000142945","kinesin family member 2C [Source:HGNC Symbol;Acc:HGNC:6393]"
903,"Ch25h","ENSMUSG00000050370","903.1.1","CH25H","ENSG00000138135","cholesterol 25-hydroxylase [Source:HGNC Symbol;Acc:HGNC:1907]"
904,"Fam13a","ENSMUSG00000037709","904.1.1","FAM13A","ENSG00000138640","family with sequence similarity 13 member A [Source:HGNC Symbol;Acc:HGNC:19367]"
905,"Vasn","ENSMUSG00000039646","905.1.1","VASN","ENSG00000168140","vasorin [Source:HGNC Symbol;Acc:HGNC:18517]"
906,"Arl4c","ENSMUSG00000049866","906.1.1","ARL4C","ENSG00000188042","ADP ribosylation factor like GTPase 4C [Source:HGNC Symbol;Acc:HGNC:698]"
907,"Angptl8","ENSMUSG00000047822","907.1.1","ANGPTL8","ENSG00000130173","angiopoietin like 8 [Source:HGNC Symbol;Acc:HGNC:24933]"
908,"Kbtbd12","ENSMUSG00000033182","908.1.1","KBTBD12","ENSG00000187715","kelch repeat and BTB domain containing 12 [Source:HGNC Symbol;Acc:HGNC:25731]"
909,"Bcl3","ENSMUSG00000053175","909.1.1","BCL3","ENSG00000069399","BCL3 transcription coactivator [Source:HGNC Symbol;Acc:HGNC:998]"
910,"Asb10","ENSMUSG00000038204","910.1.1","ASB10","ENSG00000146926","ankyrin repeat and SOCS box containing 10 [Source:HGNC Symbol;Acc:HGNC:17185]"
911,"Serpine1","ENSMUSG00000037411","911.1.1","SERPINE1","ENSG00000106366","serpin family E member 1 [Source:HGNC Symbol;Acc:HGNC:8583]"
912,"Aldh3b2","ENSMUSG00000075296","912.1.1","ALDH3B2","ENSG00000132746","aldehyde dehydrogenase 3 family member B2 [Source:HGNC Symbol;Acc:HGNC:411]"
913,"Ctxn1","ENSMUSG00000048644","913.1.1","CTXN1","ENSG00000178531","cortexin 1 [Source:HGNC Symbol;Acc:HGNC:31108]"
914,"Col6a1","ENSMUSG00000001119","914.1.1","COL6A1","ENSG00000142156","collagen type VI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2211]"
915,"Col8a1","ENSMUSG00000068196","915.1.1","COL8A1","ENSG00000144810","collagen type VIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2215]"
916,"Lrp1","ENSMUSG00000040249","916.1.1","LRP1","ENSG00000123384","LDL receptor related protein 1 [Source:HGNC Symbol;Acc:HGNC:6692]"
917,"Gm32719","N/A","917.1.1","N/A","N/A","N/A"
918,"Tnc","ENSMUSG00000028364","918.1.1","TNC","ENSG00000041982","tenascin C [Source:HGNC Symbol;Acc:HGNC:5318]"
919,"Plekhg4","ENSMUSG00000014782","919.1.1","PLEKHG4","ENSG00000196155","pleckstrin homology and RhoGEF domain containing G4 [Source:HGNC Symbol;Acc:HGNC:24501]"
920,"Pgm1","ENSMUSG00000025791","920.1.1","PGM1","ENSG00000079739","phosphoglucomutase 1 [Source:HGNC Symbol;Acc:HGNC:8905]"
921,"Pla2g5","ENSMUSG00000041193","921.1.1","PLA2G5","ENSG00000127472","phospholipase A2 group V [Source:HGNC Symbol;Acc:HGNC:9038]"
922,"Itgb1bp2","ENSMUSG00000031312","922.1.1","ITGB1BP2","ENSG00000147166","integrin subunit beta 1 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6154]"
923,"Ntsr2","ENSMUSG00000020591","923.1.1","NTSR2","ENSG00000169006","neurotensin receptor 2 [Source:HGNC Symbol;Acc:HGNC:8040]"
924,"Cdc20","ENSMUSG00000006398","924.1.1","CDC20","ENSG00000117399","cell division cycle 20 [Source:HGNC Symbol;Acc:HGNC:1723]"
925,"Rab31","ENSMUSG00000056515","925.1.1","RAB31","ENSG00000168461","RAB31, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9771]"
926,"Cdk6","ENSMUSG00000040274","926.1.1","CDK6","ENSG00000105810","cyclin dependent kinase 6 [Source:HGNC Symbol;Acc:HGNC:1777]"
927,"Cd68","ENSMUSG00000018774","927.1.1","N/A","N/A","N/A"
928,"Gm7276","ENSMUSG00000073532","928.1.1","N/A","N/A","N/A"
929,"Cst6","ENSMUSG00000024846","929.1.1","CST6","ENSG00000175315","cystatin E/M [Source:HGNC Symbol;Acc:HGNC:2478]"
930,"Pcdhb11","ENSMUSG00000051486","930.1.1","PCDHB5","ENSG00000113209","protocadherin beta 5 [Source:HGNC Symbol;Acc:HGNC:8690]"
931,"Nsg1","ENSMUSG00000029126","931.1.1","NSG1","ENSG00000168824","neuronal vesicle trafficking associated 1 [Source:HGNC Symbol;Acc:HGNC:18790]"
932,"Fzd2","ENSMUSG00000050288","932.1.1","FZD2","ENSG00000180340","frizzled class receptor 2 [Source:HGNC Symbol;Acc:HGNC:4040]"
933,"Bace2","ENSMUSG00000040605","933.1.1","BACE2","ENSG00000182240","beta-secretase 2 [Source:HGNC Symbol;Acc:HGNC:934]"
934,"Fos","ENSMUSG00000021250","934.1.1","FOS","ENSG00000170345","Fos proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3796]"
935,"Zswim7","ENSMUSG00000014243","935.1.1","ZSWIM7","ENSG00000214941","zinc finger SWIM-type containing 7 [Source:HGNC Symbol;Acc:HGNC:26993]"
936,"Foxc2","ENSMUSG00000046714","936.1.1","FOXC2","ENSG00000176692","forkhead box C2 [Source:HGNC Symbol;Acc:HGNC:3801]"
937,"Gpd1","ENSMUSG00000023019","937.1.1","GPD1","ENSG00000167588","glycerol-3-phosphate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:4455]"
938,"Kcnd1","ENSMUSG00000009731","938.1.1","KCND1","ENSG00000102057","potassium voltage-gated channel subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:6237]"
939,"Cd248","ENSMUSG00000056481","939.1.1","CD248","ENSG00000174807","CD248 molecule [Source:HGNC Symbol;Acc:HGNC:18219]"
940,"Plppr4","ENSMUSG00000044667","940.1.1","PLPPR4","ENSG00000117600","phospholipid phosphatase related 4 [Source:HGNC Symbol;Acc:HGNC:23496]"
941,"Hba-a2","ENSMUSG00000069917","941.1.1","HBA2","ENSG00000188536","hemoglobin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:4824]"
941,"Hba-a2","ENSMUSG00000069917","941.1.2","HBA1","ENSG00000206172","hemoglobin subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:4823]"
942,"Myl1","ENSMUSG00000061816","942.1.1","MYL1","ENSG00000168530","myosin light chain 1 [Source:HGNC Symbol;Acc:HGNC:7582]"
943,"Icam4","ENSMUSG00000001014","943.1.1","ICAM4","ENSG00000105371","intercellular adhesion molecule 4 (Landsteiner-Wiener blood group) [Source:HGNC Symbol;Acc:HGNC:5347]"
944,"Pamr1","ENSMUSG00000027188","944.1.1","PAMR1","ENSG00000149090","peptidase domain containing associated with muscle regeneration 1 [Source:HGNC Symbol;Acc:HGNC:24554]"
945,"Sdc3","ENSMUSG00000025743","945.1.1","SDC3","ENSG00000162512","syndecan 3 [Source:HGNC Symbol;Acc:HGNC:10660]"
946,"Col8a2","ENSMUSG00000056174","946.1.1","COL8A2","ENSG00000171812","collagen type VIII alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2216]"
947,"Ror2","ENSMUSG00000021464","947.1.1","ROR2","ENSG00000169071","receptor tyrosine kinase like orphan receptor 2 [Source:HGNC Symbol;Acc:HGNC:10257]"
948,"Lima1","ENSMUSG00000023022","948.1.1","LIMA1","ENSG00000050405","LIM domain and actin binding 1 [Source:HGNC Symbol;Acc:HGNC:24636]"
949,"Tex38","ENSMUSG00000044556","949.1.1","TEX38","ENSG00000186118","testis expressed 38 [Source:HGNC Symbol;Acc:HGNC:29589]"
950,"P3h3","ENSMUSG00000023191","950.1.1","P3H3","ENSG00000110811","prolyl 3-hydroxylase 3 [Source:HGNC Symbol;Acc:HGNC:19318]"
951,"Cx3cr1","ENSMUSG00000052336","951.1.1","CX3CR1","ENSG00000168329","C-X3-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:2558]"
952,"Ffar2","ENSMUSG00000051314","952.1.1","FFAR2","ENSG00000126262","free fatty acid receptor 2 [Source:HGNC Symbol;Acc:HGNC:4501]"
953,"Sv2c","ENSMUSG00000051111","953.1.1","SV2C","ENSG00000122012","synaptic vesicle glycoprotein 2C [Source:HGNC Symbol;Acc:HGNC:30670]"
954,"Lgi3","ENSMUSG00000033595","954.1.1","LGI3","ENSG00000168481","leucine rich repeat LGI family member 3 [Source:HGNC Symbol;Acc:HGNC:18711]"
955,"Ccdc30","ENSMUSG00000028637","955.1.1","CCDC30","ENSG00000186409","coiled-coil domain containing 30 [Source:HGNC Symbol;Acc:HGNC:26103]"
956,"Tmem119","ENSMUSG00000054675","956.1.1","TMEM119","ENSG00000183160","transmembrane protein 119 [Source:HGNC Symbol;Acc:HGNC:27884]"
957,"Sdc1","ENSMUSG00000020592","957.1.1","SDC1","ENSG00000115884","syndecan 1 [Source:HGNC Symbol;Acc:HGNC:10658]"
958,"Nt5e","ENSMUSG00000032420","958.1.1","NT5E","ENSG00000135318","5'-nucleotidase ecto [Source:HGNC Symbol;Acc:HGNC:8021]"
959,"Gm36210","ENSMUSG00000110221","959.1.1","C19orf85","ENSG00000283567","chromosome 19 open reading frame 85 [Source:HGNC Symbol;Acc:HGNC:53653]"
960,"Yipf7","ENSMUSG00000029158","960.1.1","YIPF7","ENSG00000177752","Yip1 domain family member 7 [Source:HGNC Symbol;Acc:HGNC:26825]"
961,"Chsy1","ENSMUSG00000032640","961.1.1","CHSY1","ENSG00000131873","chondroitin sulfate synthase 1 [Source:HGNC Symbol;Acc:HGNC:17198]"
962,"Tnnc2","ENSMUSG00000017300","962.1.1","TNNC2","ENSG00000101470","troponin C2, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11944]"
963,"Crabp2","ENSMUSG00000004885","963.1.1","CRABP2","ENSG00000143320","cellular retinoic acid binding protein 2 [Source:HGNC Symbol;Acc:HGNC:2339]"
964,"Rprml","ENSMUSG00000046215","964.1.1","RPRML","ENSG00000179673","reprimo like [Source:HGNC Symbol;Acc:HGNC:32422]"
965,"Sorcs2","ENSMUSG00000029093","965.1.1","SORCS2","ENSG00000184985","sortilin related VPS10 domain containing receptor 2 [Source:HGNC Symbol;Acc:HGNC:16698]"
966,"Crtap","ENSMUSG00000032431","966.1.1","CRTAP","ENSG00000170275","cartilage associated protein [Source:HGNC Symbol;Acc:HGNC:2379]"
967,"Tubb3","ENSMUSG00000062380","967.1.1","TUBB3","ENSG00000258947","tubulin beta 3 class III [Source:HGNC Symbol;Acc:HGNC:20772]"
968,"Ppargc1a","ENSMUSG00000029167","968.1.1","PPARGC1A","ENSG00000109819","PPARG coactivator 1 alpha [Source:HGNC Symbol;Acc:HGNC:9237]"
969,"Baalc","ENSMUSG00000022296","969.1.1","BAALC","ENSG00000164929","BAALC binder of MAP3K1 and KLF4 [Source:HGNC Symbol;Acc:HGNC:14333]"
970,"Sec61a1","ENSMUSG00000030082","970.1.1","SEC61A1","ENSG00000058262","SEC61 translocon subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:18276]"
971,"Chaf1b","ENSMUSG00000022945","971.1.1","CHAF1B","ENSG00000159259","chromatin assembly factor 1 subunit B [Source:HGNC Symbol;Acc:HGNC:1911]"
972,"Col6a5","ENSMUSG00000091345","972.1.1","COL6A5","ENSG00000172752","collagen type VI alpha 5 chain [Source:HGNC Symbol;Acc:HGNC:26674]"
973,"Tram1l1","ENSMUSG00000044528","973.1.1","TRAM1L1","ENSG00000174599","translocation associated membrane protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:28371]"
974,"Lrrc15","ENSMUSG00000052316","974.1.1","LRRC15","ENSG00000172061","leucine rich repeat containing 15 [Source:HGNC Symbol;Acc:HGNC:20818]"
975,"Cnn3","ENSMUSG00000053931","975.1.1","CNN3","ENSG00000117519","calponin 3 [Source:HGNC Symbol;Acc:HGNC:2157]"
976,"Ssh3","ENSMUSG00000034616","976.1.1","SSH3","ENSG00000172830","slingshot protein phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:30581]"
977,"Tagln2","ENSMUSG00000026547","977.1.1","TAGLN2","ENSG00000158710","transgelin 2 [Source:HGNC Symbol;Acc:HGNC:11554]"
978,"Gpr171","ENSMUSG00000050075","978.1.1","GPR171","ENSG00000174946","G protein-coupled receptor 171 [Source:HGNC Symbol;Acc:HGNC:30057]"
979,"Prex1","ENSMUSG00000039621","979.1.1","PREX1","ENSG00000124126","phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:32594]"
980,"Tnfaip6","ENSMUSG00000053475","980.1.1","TNFAIP6","ENSG00000123610","TNF alpha induced protein 6 [Source:HGNC Symbol;Acc:HGNC:11898]"
981,"Hcar2","ENSMUSG00000045502","981.1.1","HCAR2","ENSG00000182782","hydroxycarboxylic acid receptor 2 [Source:HGNC Symbol;Acc:HGNC:24827]"
981,"Hcar2","ENSMUSG00000045502","981.1.2","HCAR3","ENSG00000255398","hydroxycarboxylic acid receptor 3 [Source:HGNC Symbol;Acc:HGNC:16824]"
982,"Cox6a2","ENSMUSG00000030785","982.1.1","COX6A2","ENSG00000156885","cytochrome c oxidase subunit 6A2 [Source:HGNC Symbol;Acc:HGNC:2279]"
983,"Trps1","ENSMUSG00000038679","983.1.1","TRPS1","ENSG00000104447","transcriptional repressor GATA binding 1 [Source:HGNC Symbol;Acc:HGNC:12340]"
984,"Timp2","ENSMUSG00000017466","984.1.1","TIMP2","ENSG00000035862","TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821]"
985,"Pcdhb16","ENSMUSG00000047910","985.1.1","PCDHB13","ENSG00000187372","protocadherin beta 13 [Source:HGNC Symbol;Acc:HGNC:8684]"
986,"Cd300ld3","ENSMUSG00000069607","986.1.1","CD300LF","ENSG00000186074","CD300 molecule like family member f [Source:HGNC Symbol;Acc:HGNC:29883]"
987,"Apln","ENSMUSG00000037010","987.1.1","APLN","ENSG00000171388","apelin [Source:HGNC Symbol;Acc:HGNC:16665]"
988,"Paqr9","ENSMUSG00000064225","988.1.1","PAQR9","ENSG00000188582","progestin and adipoQ receptor family member 9 [Source:HGNC Symbol;Acc:HGNC:30131]"
989,"Hbb-bt","ENSMUSG00000073940","989.1.1","N/A","N/A","N/A"
990,"Tlr9","ENSMUSG00000045322","990.1.1","TLR9","ENSG00000239732","toll like receptor 9 [Source:HGNC Symbol;Acc:HGNC:15633]"
991,"Aspn","ENSMUSG00000021388","991.1.1","ASPN","ENSG00000106819","asporin [Source:HGNC Symbol;Acc:HGNC:14872]"
992,"Rspo2","ENSMUSG00000051920","992.1.1","RSPO2","ENSG00000147655","R-spondin 2 [Source:HGNC Symbol;Acc:HGNC:28583]"
993,"Vnn3","ENSMUSG00000020010","993.1.1","N/A","N/A","N/A"
994,"Fosl2","ENSMUSG00000029135","994.1.1","FOSL2","ENSG00000075426","FOS like 2, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3798]"
995,"Ccl12","ENSMUSG00000035352","995.1.1","N/A","N/A","N/A"
996,"Cuzd1","ENSMUSG00000040205","996.1.1","CUZD1","ENSG00000138161","CUB and zona pellucida like domains 1 [Source:HGNC Symbol;Acc:HGNC:17937]"
997,"Smim24","ENSMUSG00000078439","997.1.1","SMIM24","ENSG00000095932","small integral membrane protein 24 [Source:HGNC Symbol;Acc:HGNC:37244]"
998,"Mrgpre","ENSMUSG00000048965","998.1.1","MRGPRE","ENSG00000184350","MAS related GPR family member E [Source:HGNC Symbol;Acc:HGNC:30694]"
999,"C1qtnf2","ENSMUSG00000046491","999.1.1","C1QTNF2","ENSG00000145861","C1q and TNF related 2 [Source:HGNC Symbol;Acc:HGNC:14325]"
1000,"Slc22a3","ENSMUSG00000023828","1000.1.1","SLC22A3","ENSG00000146477","solute carrier family 22 member 3 [Source:HGNC Symbol;Acc:HGNC:10967]"
1001,"Serinc5","ENSMUSG00000021703","1001.1.1","SERINC5","ENSG00000164300","serine incorporator 5 [Source:HGNC Symbol;Acc:HGNC:18825]"
1002,"Tlr7","ENSMUSG00000044583","1002.1.1","TLR7","ENSG00000196664","toll like receptor 7 [Source:HGNC Symbol;Acc:HGNC:15631]"
1003,"Gm46340","N/A","1003.1.1","N/A","N/A","N/A"
1004,"Inmt","ENSMUSG00000003477","1004.1.1","INMT","ENSG00000241644","indolethylamine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:6069]"
1005,"Col1a1","ENSMUSG00000001506","1005.1.1","COL1A1","ENSG00000108821","collagen type I alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2197]"
1006,"Pdk3","ENSMUSG00000035232","1006.1.1","PDK3","ENSG00000067992","pyruvate dehydrogenase kinase 3 [Source:HGNC Symbol;Acc:HGNC:8811]"
1007,"Kcnu1","ENSMUSG00000031576","1007.1.1","KCNU1","ENSG00000215262","potassium calcium-activated channel subfamily U member 1 [Source:HGNC Symbol;Acc:HGNC:18867]"
1008,"Cpxm1","ENSMUSG00000027408","1008.1.1","CPXM1","ENSG00000088882","carboxypeptidase X, M14 family member 1 [Source:HGNC Symbol;Acc:HGNC:15771]"
1009,"Txlnb","ENSMUSG00000039891","1009.1.1","TXLNB","ENSG00000164440","taxilin beta [Source:HGNC Symbol;Acc:HGNC:21617]"
1010,"Efcab2","ENSMUSG00000026495","1010.1.1","EFCAB2","ENSG00000203666","EF-hand calcium binding domain 2 [Source:HGNC Symbol;Acc:HGNC:28166]"
1011,"Thrsp","ENSMUSG00000035686","1011.1.1","THRSP","ENSG00000151365","thyroid hormone responsive [Source:HGNC Symbol;Acc:HGNC:11800]"
1012,"Abhd2","ENSMUSG00000039202","1012.1.1","ABHD2","ENSG00000140526","abhydrolase domain containing 2, acylglycerol lipase [Source:HGNC Symbol;Acc:HGNC:18717]"
1013,"Coch","ENSMUSG00000020953","1013.1.1","COCH","ENSG00000100473","cochlin [Source:HGNC Symbol;Acc:HGNC:2180]"
1014,"Prxl2a","ENSMUSG00000021792","1014.1.1","PRXL2A","ENSG00000122378","peroxiredoxin like 2A [Source:HGNC Symbol;Acc:HGNC:28651]"
1015,"Tasl","ENSMUSG00000025058","1015.1.1","TASL","ENSG00000120280","TLR adaptor interacting with endolysosomal SLC15A4 [Source:HGNC Symbol;Acc:HGNC:25667]"
1016,"Pimreg","ENSMUSG00000020808","1016.1.1","PIMREG","ENSG00000129195","PICALM interacting mitotic regulator [Source:HGNC Symbol;Acc:HGNC:25483]"
1017,"Cnn2","ENSMUSG00000004665","1017.1.1","CNN2","ENSG00000064666","calponin 2 [Source:HGNC Symbol;Acc:HGNC:2156]"
1018,"Nmbr","ENSMUSG00000019865","1018.1.1","NMBR","ENSG00000135577","neuromedin B receptor [Source:HGNC Symbol;Acc:HGNC:7843]"
1019,"Fblim1","ENSMUSG00000006219","1019.1.1","FBLIM1","ENSG00000162458","filamin binding LIM protein 1 [Source:HGNC Symbol;Acc:HGNC:24686]"
1020,"Arxes2","ENSMUSG00000048040","1020.1.1","SPCS3","ENSG00000129128","signal peptidase complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:26212]"
1020,"Arxes2","ENSMUSG00000048355","1020.2.1","SPCS3","ENSG00000129128","signal peptidase complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:26212]"
1021,"Kdelr3","ENSMUSG00000010830","1021.1.1","KDELR3","ENSG00000100196","KDEL endoplasmic reticulum protein retention receptor 3 [Source:HGNC Symbol;Acc:HGNC:6306]"
1022,"Trpm2","ENSMUSG00000009292","1022.1.1","TRPM2","ENSG00000142185","transient receptor potential cation channel subfamily M member 2 [Source:HGNC Symbol;Acc:HGNC:12339]"
1023,"Scube2","ENSMUSG00000007279","1023.1.1","SCUBE2","ENSG00000175356","signal peptide, CUB domain and EGF like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30425]"
1024,"Lrrc30","ENSMUSG00000073375","1024.1.1","LRRC30","ENSG00000206422","leucine rich repeat containing 30 [Source:HGNC Symbol;Acc:HGNC:30219]"
1025,"Scd1","ENSMUSG00000037071","1025.1.1","N/A","N/A","N/A"
1026,"Evi2a","ENSMUSG00000078771","1026.1.1","EVI2A","ENSG00000126860","ecotropic viral integration site 2A [Source:HGNC Symbol;Acc:HGNC:3499]"
1027,"Dgat2","ENSMUSG00000030747","1027.1.1","DGAT2","ENSG00000062282","diacylglycerol O-acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16940]"
1028,"Snurf","ENSMUSG00000000948","1028.1.1","N/A","N/A","N/A"
1028,"Snurf","ENSMUSG00000102627","1028.2.1","SNURF","ENSG00000273173","SNRPN upstream open reading frame [Source:HGNC Symbol;Acc:HGNC:11171]"
1029,"Chsy3","ENSMUSG00000058152","1029.1.1","CHSY3","ENSG00000198108","chondroitin sulfate synthase 3 [Source:HGNC Symbol;Acc:HGNC:24293]"
1030,"Nkx3-2","ENSMUSG00000049691","1030.1.1","NKX3-2","ENSG00000109705","NK3 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:951]"
1031,"Slc9a2","ENSMUSG00000026062","1031.1.1","SLC9A2","ENSG00000115616","solute carrier family 9 member A2 [Source:HGNC Symbol;Acc:HGNC:11072]"
1032,"H2-Q10","ENSMUSG00000067235","1032.1.1","N/A","N/A","N/A"
1033,"Cox8b","ENSMUSG00000025488","1033.1.1","COX8C","ENSG00000187581","cytochrome c oxidase subunit 8C [Source:HGNC Symbol;Acc:HGNC:24382]"
1034,"Tspyl3","ENSMUSG00000074671","1034.1.1","N/A","ENSG00000293164","novel protein"
1035,"Pcdhga3","ENSMUSG00000104346","1035.1.1","PCDHGA3","ENSG00000254245","protocadherin gamma subfamily A, 3 [Source:HGNC Symbol;Acc:HGNC:8701]"
